"scope","status","path","notes"
"sanitized-publication-delta","M","packwiz/config/alexsmobs/cosmic_cod_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/crimson_mosquito_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/crocodile_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/crow_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/devils_hole_pupfish_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/dropbear_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/elephant_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/emu_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/endergrade_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/enderiophage_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/farseer.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/flutter_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/fly_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/flying_fish_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/frilled_shark_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/froststalker_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/gazelle_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/gelada_monkey_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/giant_squid_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/gorilla_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/grizzly_bear_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/guster_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/hammerhead_shark_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/hummingbird_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/jerboa_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/kangaroo_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/komodo_dragon_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/laviathan_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/leafcutter_anthill_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/lobster_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/maned_wolf_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/mantis_shrimp_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/mimic_octopus_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/mimicube_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/moose_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/mudskipper_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/mungus_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/murmur.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/orca_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/platypus_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/potoo_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/raccoon_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/rain_frog_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/rattlesnake_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/rhinoceros_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/roadrunner_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/rocky_roller_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/seagull_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/seal_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/shoebill_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/skelewag_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/skreecher.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/skunk_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/snow_leopard_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/soul_vulture_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/spectre_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/straddler_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/stradpole_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/sugar_glider_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/sunbird_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/tarantula_hawk_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/tasmanian_devil_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/terrapin_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/tiger_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/toucan_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/triops_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/tusklin_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/underminer.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/void_worm_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/warped_mosco_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/alexsmobs/warped_toad_spawns.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ambientsounds-client.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/armoroftheages.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/artifacts/client.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/artifacts/common.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterarcheology_structures/structure_settings.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterarcheology_structures/structure_toggle.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterdeserttemples/README.txt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterdeserttemples/forge-1_20/README.txt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterdeserttemples/forge-1_20/armorstands.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterdeserttemples/forge-1_20/itemframes.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterfortresses/README.txt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterfortresses/forge-1_20/README.txt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterfortresses/forge-1_20/itemframes.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterstrongholds/README.txt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterstrongholds/forge-1_20/README.txt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterstrongholds/forge-1_20/armorstands.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterstrongholds/forge-1_20/itemframes.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterstrongholds/forge-1_20/ores.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/betterstrongholds/forge-1_20/rareblocks.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/biomesoplenty/biome_toggles.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/bountiful/bountiful.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/chat_heads.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/chunky/config.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/collective.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/creeperoverhaul.jsonc.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/cristellib/minecraftED.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/cristellib/minecraftP.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/crittersandcompanions-common.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/cubes_without_borders.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/doubledoors.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/dynamiclights.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/embeddium-mixins.properties.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/enchdesc.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/endermanoverhaul-client.jsonc.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/endermanoverhaul.jsonc.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/entity_texture_features.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/entityculling.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/etf_warnings.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/explorations.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/fallingtree.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/fetzis_displays/fetzis-displays-config.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/chapters/archaeology.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/chapters/create_basics.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/chapters/endgame.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/chapters/first_days.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/chapters/homestead.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/chapters/new_horizons.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","D","packwiz/config/ftbquests/quests/chapters/tinkers_deferred.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/chapters/travel_storage.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/chapters/vehicles.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/chapters/welcome.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ftbquests/quests/data.snbt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/graveyard/the-graveyard-3.0-config.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/immediatelyfast.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/immersive_aircraft.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/immersive_armors.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/immersive_melodies.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/immersive_paintings.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/jade/hide-blocks.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/jade/hide-entities.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/jade/jade.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/justzoom/config.txt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/konkrete/locals/de_de.local.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/konkrete/locals/en_us.local.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/konkrete/locals/pl_pl.local.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/konkrete/locals/pt_br.local.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/letmedespawn.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/make_bubbles_pop.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/midnightlib.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/modernfix-mixins.properties.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/naturalist.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/notenoughanimations.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/particlerain/config.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/presencefootsteps/updater.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/presencefootsteps/userconfig.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/relics.yaml.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/ribbits-options.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/skinlayers.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/smallships_upgrades.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/spawnanimations.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/towns_and_towers/structure_enable_or_disable_new.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/towns_and_towers/structure_rarity_new.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/transition.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/trender.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/visual_workbench.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/lib/client.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/lib/common.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/lib/profiles/default.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/lib/server_profiles/default.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/minimap/client.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/minimap/common.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/minimap/default_radar_categories_client.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/minimap/default_radar_categories_server.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/minimap/profiles/default.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/minimap/profiles/entity_radar_categories/default.cfg.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/minimap/profiles/info_display_config/default.cfg.txt.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/minimap/server_profiles/default.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/world-map/client.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
